Product ID,Customer ID,Sales Person ID,Quantity Sold,Payment Method,Quantity Returned,Order Date
35,80,7,27,Debit Card,5,8/15/2023
89,509,4,5,Online Payment,0,4/27/2023
13,336,10,34,Online Payment,5,5/28/2023
69,548,4,16,Credit Card,4,2/12/2023
46,262,5,54,Cash,4,3/11/2023
66,115,10,43,Credit Card,2,3/21/2023
62,305,9,19,Online Payment,3,11/30/2023
90,287,9,43,Online Payment,2,8/5/2023
55,314,10,42,Online Payment,4,5/18/2023
62,179,5,22,Online Payment,5,6/6/2023
29,505,10,19,Cash,3,8/28/2023
9,444,9,27,Cash,2,9/7/2023
47,337,9,5,Online Payment,0,2/19/2023
11,250,2,26,Cash,4,10/5/2023
76,283,7,58,Debit Card,3,7/20/2023
57,187,3,27,Debit Card,1,12/16/2023
35,331,5,60,Credit Card,1,11/9/2023
56,17,5,7,Online Payment,0,10/20/2023
14,26,3,43,Online Payment,3,4/22/2023
74,582,3,34,Online Payment,2,5/26/2023
16,61,6,19,Online Payment,5,12/13/2023
2,364,6,53,Online Payment,2,8/27/2023
78,162,10,49,Credit Card,1,11/17/2023
14,578,9,14,Cash,4,11/27/2023
91,150,1,2,Cash,0,6/13/2023
87,238,7,1,Credit Card,0,7/23/2023
83,112,7,57,Online Payment,1,10/23/2023
66,268,2,20,Credit Card,2,11/15/2023
78,230,8,25,Debit Card,1,6/16/2023
46,278,1,37,Credit Card,1,4/12/2023
48,33,3,39,Online Payment,4,11/1/2023
27,302,7,14,Debit Card,4,11/1/2023
28,221,4,48,Debit Card,1,5/12/2023
57,232,7,27,Credit Card,4,9/12/2023
16,573,1,31,Debit Card,1,8/8/2023
38,551,5,34,Cash,2,1/7/2023
93,596,2,31,Cash,1,6/8/2023
35,575,10,57,Credit Card,2,1/14/2023
58,240,6,15,Debit Card,2,4/22/2023
18,491,9,8,Debit Card,0,8/18/2023
24,418,5,9,Credit Card,0,6/26/2023
45,441,6,22,Online Payment,2,9/25/2023
78,577,1,56,Credit Card,4,6/11/2023
54,577,4,39,Online Payment,2,12/22/2023
19,569,7,48,Debit Card,3,10/6/2023
54,590,4,37,Debit Card,3,4/2/2023
10,31,3,58,Credit Card,1,2/21/2023
43,389,6,35,Online Payment,5,2/14/2023
5,292,5,47,Credit Card,4,10/19/2023
97,90,1,50,Credit Card,5,4/6/2023
80,370,3,60,Online Payment,1,10/19/2023
27,361,4,13,Credit Card,3,11/8/2023
31,296,5,56,Online Payment,3,6/4/2023
83,307,6,39,Online Payment,3,2/20/2023
17,12,7,10,Cash,0,12/15/2023
77,89,8,46,Credit Card,4,4/11/2023
81,242,1,52,Debit Card,3,8/8/2023
97,517,10,1,Credit Card,0,7/25/2023
6,165,4,57,Debit Card,2,12/13/2023
57,534,9,42,Cash,4,9/30/2023
90,294,1,8,Cash,0,7/4/2023
29,143,6,17,Cash,1,10/15/2023
15,559,4,11,Online Payment,2,3/15/2023
88,312,7,26,Online Payment,2,4/14/2023
58,486,3,49,Cash,2,5/1/2023
38,373,9,21,Cash,4,3/22/2023
60,22,3,52,Online Payment,5,12/24/2023
65,447,8,41,Debit Card,5,3/29/2023
77,348,10,18,Credit Card,3,7/15/2023
85,524,10,58,Debit Card,3,5/21/2023
100,552,2,44,Online Payment,4,9/10/2023
91,413,2,27,Online Payment,3,10/30/2023
31,109,8,25,Debit Card,3,4/2/2023
23,131,8,15,Online Payment,2,1/18/2023
73,223,1,17,Debit Card,1,10/12/2023
9,584,7,52,Debit Card,3,8/27/2023
65,281,9,5,Online Payment,0,4/28/2023
11,261,6,21,Online Payment,4,5/2/2023
90,370,10,54,Debit Card,3,8/21/2023
90,223,6,35,Debit Card,2,7/10/2023
24,344,7,38,Online Payment,5,7/28/2023
24,152,9,32,Debit Card,4,4/26/2023
44,470,3,16,Cash,3,8/2/2023
21,223,6,55,Online Payment,5,6/4/2023
93,565,9,13,Cash,1,6/12/2023
66,353,8,37,Cash,4,5/18/2023
83,266,1,53,Credit Card,2,2/18/2023
39,18,4,55,Credit Card,2,1/1/2023
91,439,8,32,Debit Card,5,10/16/2023
64,482,7,31,Credit Card,5,2/19/2023
39,357,1,30,Online Payment,2,5/14/2023
60,338,2,53,Debit Card,5,11/9/2023
9,498,6,52,Online Payment,2,2/6/2023
61,281,3,42,Debit Card,1,9/16/2023
89,319,7,29,Credit Card,1,11/14/2023
89,128,2,11,Credit Card,3,2/6/2023
90,82,9,33,Credit Card,5,3/26/2023
22,362,6,60,Cash,2,4/15/2023
8,36,6,31,Debit Card,1,10/9/2023
75,531,10,2,Debit Card,0,6/18/2023
74,111,8,55,Credit Card,3,8/20/2023
87,128,2,12,Debit Card,2,7/10/2023
63,334,9,20,Cash,4,1/15/2023
21,447,9,28,Debit Card,1,9/6/2023
24,554,9,44,Credit Card,2,6/9/2023
81,578,10,25,Debit Card,3,1/6/2023
58,206,9,36,Debit Card,1,10/12/2023
39,135,7,38,Cash,1,5/25/2023
40,232,9,12,Cash,4,2/6/2023
41,501,3,34,Debit Card,4,6/28/2023
72,370,7,27,Credit Card,5,9/28/2023
4,141,8,1,Cash,0,4/21/2023
57,197,5,5,Cash,0,3/16/2023
92,262,1,56,Debit Card,2,5/10/2023
89,544,5,35,Cash,1,6/29/2023
24,316,9,48,Debit Card,3,6/4/2023
68,80,5,52,Debit Card,1,7/12/2023
55,328,9,16,Debit Card,5,1/6/2023
46,501,1,47,Cash,2,4/9/2023
25,7,4,7,Credit Card,0,5/22/2023
9,189,4,25,Cash,4,11/17/2023
32,389,4,47,Cash,4,12/27/2023
57,306,10,53,Online Payment,2,2/18/2023
51,363,8,38,Online Payment,1,12/22/2023
2,112,10,9,Online Payment,0,7/5/2023
52,359,5,54,Credit Card,2,5/7/2023
67,299,3,22,Cash,1,8/24/2023
79,533,1,53,Credit Card,1,4/23/2023
27,351,8,18,Online Payment,4,10/20/2023
15,158,3,37,Online Payment,4,8/28/2023
66,435,4,46,Debit Card,1,12/1/2023
3,12,10,51,Debit Card,4,3/19/2023
15,190,8,15,Online Payment,2,8/10/2023
25,335,8,56,Cash,2,3/28/2023
60,565,2,42,Cash,2,8/24/2023
57,351,1,30,Cash,2,1/25/2023
54,111,2,11,Cash,5,3/16/2023
28,586,8,41,Cash,3,5/11/2023
25,339,8,7,Credit Card,0,4/11/2023
45,266,5,7,Debit Card,0,11/10/2023
56,177,6,9,Cash,0,1/4/2023
15,32,4,25,Debit Card,5,3/27/2023
82,231,5,21,Online Payment,3,7/4/2023
57,499,5,40,Debit Card,2,6/10/2023
81,443,4,5,Online Payment,0,11/30/2023
45,333,9,50,Debit Card,4,6/19/2023
45,227,2,55,Online Payment,3,5/11/2023
16,105,6,20,Credit Card,3,7/23/2023
89,68,9,17,Cash,5,10/12/2023
81,525,7,58,Online Payment,1,2/22/2023
94,235,1,24,Cash,5,7/12/2023
78,242,3,12,Online Payment,1,10/23/2023
95,120,6,4,Online Payment,0,2/24/2023
33,128,7,36,Credit Card,5,1/30/2023
70,25,3,7,Debit Card,0,9/5/2023
77,467,2,21,Cash,5,7/21/2023
100,224,7,13,Cash,1,9/27/2023
96,270,2,11,Credit Card,3,8/14/2023
32,496,2,30,Online Payment,5,4/9/2023
38,567,9,10,Debit Card,0,9/25/2023
85,133,9,24,Cash,2,3/18/2023
45,167,3,26,Online Payment,5,10/13/2023
67,361,10,55,Cash,3,5/16/2023
12,91,9,38,Cash,4,5/6/2023
86,463,10,57,Credit Card,4,4/20/2023
33,585,5,28,Cash,1,2/2/2023
25,508,8,39,Credit Card,4,6/9/2023
16,574,2,15,Debit Card,3,11/27/2023
89,237,9,47,Debit Card,5,7/27/2023
15,503,8,47,Online Payment,2,2/3/2023
91,161,4,23,Online Payment,3,7/14/2023
1,511,10,9,Online Payment,0,11/22/2023
32,565,9,34,Online Payment,4,9/7/2023
77,546,4,43,Online Payment,1,6/7/2023
24,156,3,19,Cash,1,4/1/2023
14,329,6,47,Online Payment,2,4/9/2023
49,514,6,47,Debit Card,2,3/5/2023
67,525,10,41,Cash,2,2/22/2023
15,175,3,52,Cash,2,4/2/2023
56,18,7,10,Credit Card,0,3/14/2023
77,464,10,49,Credit Card,5,2/6/2023
18,233,9,55,Cash,1,4/1/2023
40,292,9,56,Online Payment,2,4/21/2023
47,272,9,42,Cash,2,4/11/2023
72,33,6,15,Online Payment,3,1/15/2023
88,574,6,38,Online Payment,2,8/6/2023
49,42,6,25,Debit Card,5,2/8/2023
80,299,1,49,Credit Card,4,11/2/2023
65,201,2,37,Cash,1,6/8/2023
83,143,1,53,Credit Card,2,4/21/2023
4,259,5,29,Online Payment,3,8/27/2023
34,289,5,40,Credit Card,1,8/27/2023
89,534,3,6,Credit Card,0,11/2/2023
40,468,2,21,Debit Card,5,5/7/2023
32,82,7,7,Online Payment,0,10/30/2023
25,130,7,35,Debit Card,1,2/10/2023
3,304,7,21,Cash,4,1/26/2023
24,286,5,37,Cash,2,6/4/2023
99,281,7,11,Debit Card,5,10/9/2023
86,354,6,29,Credit Card,1,1/30/2023
49,330,3,20,Online Payment,1,12/15/2023
69,105,3,59,Online Payment,5,7/27/2023
56,87,3,45,Debit Card,3,3/6/2023
51,546,6,23,Online Payment,1,9/15/2023
84,8,10,5,Online Payment,0,1/9/2023
5,167,3,33,Debit Card,5,9/16/2023
74,481,7,14,Debit Card,4,7/7/2023
42,207,8,7,Credit Card,0,8/28/2023
19,164,4,28,Debit Card,4,3/27/2023
51,261,6,58,Credit Card,5,3/13/2023
53,210,7,51,Credit Card,5,6/16/2023
11,51,10,36,Debit Card,1,6/14/2023
5,277,5,57,Cash,5,4/22/2023
67,199,6,18,Debit Card,1,8/20/2023
17,426,1,33,Credit Card,1,11/6/2023
1,225,3,15,Debit Card,4,6/1/2023
78,101,4,1,Cash,0,6/19/2023
7,526,4,24,Cash,3,7/9/2023
33,160,7,42,Credit Card,2,2/2/2023
34,276,1,60,Cash,1,2/23/2023
56,265,8,25,Credit Card,4,4/21/2023
83,97,4,41,Online Payment,3,1/27/2023
5,177,4,41,Debit Card,3,11/27/2023
25,442,4,8,Online Payment,0,2/14/2023
29,456,3,37,Debit Card,1,6/24/2023
18,312,6,14,Credit Card,4,6/20/2023
42,42,9,22,Cash,4,10/6/2023
76,143,3,11,Online Payment,1,12/20/2023
5,75,6,55,Credit Card,3,4/21/2023
89,411,3,34,Credit Card,3,6/28/2023
99,478,8,18,Credit Card,1,11/10/2023
57,253,10,55,Credit Card,2,9/3/2023
6,3,6,58,Online Payment,5,8/18/2023
44,590,7,55,Online Payment,5,5/7/2023
86,66,2,6,Online Payment,0,8/3/2023
98,586,8,34,Online Payment,1,4/2/2023
58,382,9,21,Cash,4,11/5/2023
73,244,7,3,Credit Card,0,4/9/2023
28,409,6,46,Credit Card,1,3/8/2023
56,382,10,14,Credit Card,5,7/4/2023
20,292,10,32,Cash,3,11/17/2023
18,291,1,35,Debit Card,5,11/27/2023
11,53,10,35,Cash,3,1/4/2023
81,269,1,19,Debit Card,3,11/14/2023
57,420,2,27,Online Payment,2,6/19/2023
43,119,8,10,Debit Card,0,2/9/2023
27,317,8,4,Credit Card,0,12/12/2023
21,518,9,24,Online Payment,2,10/3/2023
21,597,10,2,Cash,0,9/10/2023
59,254,5,26,Online Payment,1,3/6/2023
76,39,8,58,Online Payment,1,3/30/2023
24,525,8,38,Credit Card,1,9/24/2023
2,144,5,31,Online Payment,5,1/8/2023
55,14,7,33,Debit Card,5,7/12/2023
88,452,3,17,Cash,5,7/3/2023
98,566,9,37,Credit Card,1,7/28/2023
95,7,9,41,Credit Card,3,9/12/2023
40,2,3,15,Online Payment,5,11/6/2023
12,366,9,60,Online Payment,5,9/5/2023
8,222,8,47,Online Payment,4,5/24/2023
85,253,10,15,Cash,3,5/16/2023
2,332,4,13,Online Payment,3,7/15/2023
51,23,3,18,Credit Card,1,9/2/2023
60,230,1,45,Debit Card,4,8/16/2023
52,493,1,49,Cash,4,10/12/2023
69,382,10,56,Debit Card,1,8/14/2023
41,388,6,6,Debit Card,0,9/22/2023
59,440,1,52,Credit Card,2,6/28/2023
48,423,8,56,Online Payment,5,10/29/2023
2,100,1,28,Credit Card,3,5/5/2023
18,261,1,21,Cash,4,9/8/2023
26,243,1,30,Credit Card,3,4/18/2023
37,96,6,14,Cash,5,3/28/2023
28,13,5,2,Credit Card,0,10/15/2023
87,584,9,37,Online Payment,2,1/17/2023
80,453,4,23,Debit Card,1,10/20/2023
53,416,8,8,Credit Card,0,7/26/2023
72,368,2,4,Debit Card,0,11/16/2023
3,261,9,34,Credit Card,4,8/28/2023
10,354,10,35,Cash,3,5/9/2023
41,549,9,37,Cash,4,2/6/2023
98,240,4,49,Online Payment,5,11/30/2023
37,292,6,2,Online Payment,0,12/20/2023
79,497,5,46,Online Payment,3,3/5/2023
77,94,7,36,Online Payment,2,6/22/2023
33,233,10,56,Credit Card,4,5/3/2023
7,45,3,55,Cash,1,2/22/2023
69,82,3,13,Credit Card,2,8/31/2023
69,505,3,1,Credit Card,0,7/27/2023
54,293,4,7,Credit Card,0,6/19/2023
90,593,8,30,Online Payment,2,6/26/2023
61,289,5,6,Cash,0,10/7/2023
55,37,6,26,Credit Card,5,11/7/2023
80,508,10,21,Cash,1,9/17/2023
11,47,3,57,Credit Card,3,2/1/2023
70,214,8,35,Cash,2,9/9/2023
54,582,10,42,Online Payment,2,2/18/2023
76,145,10,40,Debit Card,4,7/3/2023
18,409,7,37,Credit Card,5,2/26/2023
26,441,4,9,Debit Card,0,1/27/2023
36,516,6,14,Online Payment,4,12/26/2023
10,194,10,32,Credit Card,3,11/28/2023
72,88,7,54,Credit Card,3,6/16/2023
55,414,4,1,Online Payment,0,4/19/2023
75,180,9,12,Credit Card,3,7/1/2023
25,346,7,33,Online Payment,3,1/20/2023
56,35,6,48,Debit Card,4,11/19/2023
48,309,10,3,Debit Card,0,7/31/2023
58,373,9,57,Online Payment,5,5/8/2023
27,547,6,34,Online Payment,1,7/16/2023
51,449,8,45,Debit Card,4,6/11/2023
83,496,4,1,Cash,0,1/17/2023
57,367,7,22,Online Payment,2,7/18/2023
39,431,1,2,Debit Card,0,4/20/2023
64,121,3,36,Cash,5,10/25/2023
26,107,4,34,Credit Card,2,10/5/2023
77,279,1,39,Credit Card,3,8/10/2023
11,561,7,15,Online Payment,4,9/15/2023
6,72,7,46,Cash,5,10/16/2023
5,394,5,13,Cash,3,11/6/2023
96,389,3,8,Debit Card,0,4/17/2023
82,229,6,50,Cash,3,11/18/2023
78,91,10,4,Cash,0,8/9/2023
11,118,3,23,Online Payment,1,10/7/2023
25,395,4,9,Credit Card,0,10/13/2023
2,216,5,49,Debit Card,2,9/23/2023
33,546,7,26,Debit Card,3,1/4/2023
36,351,4,4,Debit Card,0,8/8/2023
94,469,2,48,Debit Card,1,2/23/2023
30,423,1,34,Credit Card,2,11/28/2023
74,63,8,17,Debit Card,1,4/9/2023
3,86,10,6,Debit Card,0,9/18/2023
73,75,9,10,Debit Card,0,2/25/2023
59,289,9,24,Cash,3,10/10/2023
57,293,8,4,Online Payment,0,12/18/2023
88,334,6,39,Online Payment,4,4/22/2023
39,265,9,45,Credit Card,1,6/24/2023
35,497,4,39,Cash,5,6/21/2023
81,356,4,53,Credit Card,4,8/22/2023
18,585,9,52,Credit Card,3,7/12/2023
85,216,9,1,Cash,0,4/27/2023
100,377,7,41,Debit Card,2,1/6/2023
80,422,8,55,Credit Card,1,7/11/2023
59,423,4,6,Debit Card,0,2/17/2023
70,305,6,44,Debit Card,4,2/21/2023
27,107,5,8,Online Payment,0,3/9/2023
56,429,10,2,Cash,0,2/15/2023
86,9,10,18,Cash,5,1/20/2023
41,419,3,42,Cash,2,11/9/2023
41,136,8,17,Credit Card,1,4/7/2023
56,369,7,22,Online Payment,1,6/9/2023
21,329,7,59,Cash,2,1/15/2023
9,330,1,60,Cash,2,3/18/2023
88,215,10,46,Cash,5,5/28/2023
65,116,7,38,Credit Card,5,10/4/2023
12,562,8,3,Debit Card,0,3/18/2023
4,543,6,28,Debit Card,2,1/30/2023
55,446,8,19,Credit Card,2,7/14/2023
67,66,4,47,Credit Card,2,3/25/2023
57,369,4,10,Online Payment,0,4/22/2023
86,384,7,60,Online Payment,4,7/27/2023
46,153,7,40,Debit Card,1,7/20/2023
78,357,5,59,Credit Card,5,8/24/2023
20,94,10,59,Credit Card,5,7/31/2023
6,61,4,41,Cash,3,11/2/2023
93,50,2,47,Credit Card,4,3/22/2023
82,517,1,42,Debit Card,1,8/28/2023
22,315,10,47,Credit Card,1,10/13/2023
96,567,2,36,Credit Card,2,6/7/2023
73,345,3,6,Debit Card,0,11/11/2023
16,17,8,11,Cash,4,9/22/2023
26,338,8,11,Cash,2,2/24/2023
16,144,2,49,Cash,2,12/18/2023
72,243,2,44,Online Payment,3,10/13/2023
79,114,7,49,Credit Card,4,12/18/2023
81,330,3,2,Online Payment,0,2/1/2023
43,408,4,48,Credit Card,3,9/11/2023
41,19,8,50,Online Payment,4,2/16/2023
26,327,3,19,Debit Card,5,12/24/2023
94,345,10,56,Online Payment,2,8/26/2023
38,48,6,5,Debit Card,0,6/17/2023
49,204,6,13,Online Payment,1,8/14/2023
77,478,7,38,Online Payment,5,4/3/2023
29,108,3,50,Cash,4,11/6/2023
20,262,3,54,Debit Card,5,5/2/2023
93,374,7,60,Debit Card,3,8/8/2023
3,57,2,58,Debit Card,3,1/5/2023
94,400,1,27,Online Payment,2,2/8/2023
44,582,1,43,Cash,3,11/12/2023
82,262,5,30,Credit Card,4,12/24/2023
43,573,8,50,Credit Card,2,6/28/2023
63,88,2,23,Credit Card,5,9/21/2023
82,375,7,17,Credit Card,3,8/13/2023
72,594,8,1,Credit Card,0,7/12/2023
27,596,2,28,Debit Card,4,5/17/2023
59,582,3,59,Online Payment,2,8/27/2023
78,109,5,9,Cash,0,6/9/2023
7,455,4,11,Online Payment,1,1/23/2023
34,487,3,23,Online Payment,1,1/17/2023
44,363,3,21,Credit Card,3,3/15/2023
60,187,3,39,Debit Card,4,7/17/2023
55,195,6,42,Cash,5,2/16/2023
14,596,8,54,Debit Card,2,7/27/2023
34,515,10,38,Credit Card,4,1/18/2023
11,600,10,31,Debit Card,1,11/17/2023
51,395,8,33,Debit Card,3,2/28/2023
93,508,2,16,Online Payment,2,5/20/2023
27,552,6,44,Debit Card,4,5/12/2023
32,249,8,15,Credit Card,2,3/17/2023
95,49,3,20,Debit Card,5,1/12/2023
28,151,10,25,Cash,3,10/1/2023
26,217,4,54,Debit Card,1,11/30/2023
73,104,1,27,Cash,5,3/23/2023
51,591,3,44,Credit Card,3,4/16/2023
71,443,5,3,Cash,0,2/26/2023
90,429,3,6,Online Payment,0,2/9/2023
79,271,1,13,Debit Card,5,2/28/2023
55,331,7,23,Online Payment,5,5/18/2023
46,31,2,2,Credit Card,0,2/15/2023
62,318,7,60,Credit Card,4,12/16/2023
83,511,5,45,Debit Card,2,11/12/2023
30,501,1,6,Cash,0,11/7/2023
20,56,2,32,Debit Card,5,1/12/2023
37,227,4,44,Credit Card,1,12/2/2023
5,158,7,50,Online Payment,2,1/5/2023
57,484,7,10,Credit Card,0,9/7/2023
24,324,2,29,Cash,5,8/21/2023
59,43,9,3,Online Payment,0,1/31/2023
11,542,4,26,Debit Card,3,4/17/2023
62,267,2,36,Cash,4,10/14/2023
41,284,8,41,Credit Card,5,11/16/2023
58,5,2,60,Cash,1,4/17/2023
24,244,7,59,Online Payment,4,6/19/2023
89,565,4,1,Credit Card,0,8/10/2023
59,359,1,18,Debit Card,3,12/6/2023
97,290,2,44,Online Payment,2,7/5/2023
78,479,1,23,Debit Card,3,5/2/2023
24,97,9,15,Debit Card,1,2/25/2023
2,226,10,23,Credit Card,3,5/26/2023
17,448,6,15,Debit Card,2,2/10/2023
94,275,5,6,Credit Card,0,8/27/2023
67,275,4,8,Credit Card,0,7/20/2023
2,181,8,2,Debit Card,0,3/24/2023
83,56,9,57,Debit Card,5,3/23/2023
94,506,3,18,Debit Card,3,8/3/2023
96,467,1,35,Credit Card,2,9/5/2023
99,516,9,29,Credit Card,4,3/14/2023
24,353,4,9,Credit Card,0,2/18/2023
43,90,9,27,Cash,4,11/9/2023
78,452,5,43,Cash,3,12/3/2023
34,584,7,9,Online Payment,0,8/11/2023
51,437,6,5,Credit Card,0,9/20/2023
28,340,2,27,Debit Card,1,12/11/2023
11,303,7,7,Debit Card,0,11/22/2023
23,549,4,45,Credit Card,4,4/24/2023
83,239,4,14,Debit Card,1,2/25/2023
53,160,5,12,Debit Card,2,2/27/2023
2,543,7,13,Online Payment,3,4/22/2023
19,2,8,25,Credit Card,1,10/14/2023
59,405,2,18,Online Payment,5,8/27/2023
80,386,10,46,Credit Card,4,1/24/2023
61,83,4,46,Debit Card,4,3/15/2023
52,533,10,44,Credit Card,2,11/20/2023
79,128,8,11,Credit Card,1,3/24/2023
71,240,9,41,Cash,1,10/3/2023
96,174,3,25,Cash,5,3/9/2023
85,572,10,21,Online Payment,5,5/29/2023
39,124,10,25,Debit Card,5,9/29/2023
20,325,5,40,Debit Card,3,9/7/2023
34,137,5,55,Debit Card,1,10/25/2023
30,220,9,7,Credit Card,0,4/12/2023
44,471,3,54,Credit Card,3,4/26/2023
31,574,7,15,Credit Card,4,8/5/2023
39,38,4,19,Debit Card,5,3/27/2023
87,238,10,38,Debit Card,3,1/14/2023
5,46,3,3,Credit Card,0,3/1/2023
51,408,7,60,Cash,1,2/21/2023
43,301,10,28,Online Payment,5,12/9/2023
80,4,9,26,Credit Card,1,3/18/2023
75,80,10,47,Debit Card,4,9/23/2023
68,374,3,44,Online Payment,3,5/27/2023
41,593,2,41,Debit Card,5,1/11/2023
32,500,1,12,Credit Card,1,8/13/2023
16,376,3,47,Credit Card,3,11/24/2023
66,271,9,40,Online Payment,5,6/27/2023
62,408,4,30,Credit Card,1,2/5/2023
13,117,9,19,Online Payment,4,6/15/2023
7,81,6,55,Online Payment,5,2/12/2023
59,195,2,23,Cash,4,10/2/2023
18,466,9,27,Cash,3,12/6/2023
66,341,6,34,Cash,5,8/6/2023
53,22,4,15,Cash,1,9/4/2023
64,252,4,41,Cash,4,1/18/2023
4,249,8,1,Credit Card,0,5/24/2023
91,62,3,18,Cash,4,6/11/2023
22,578,9,11,Debit Card,5,4/4/2023
46,99,8,50,Cash,4,2/17/2023
14,401,4,22,Online Payment,4,2/7/2023
21,292,10,17,Credit Card,4,8/5/2023
90,468,10,7,Debit Card,0,6/30/2023
45,379,4,45,Credit Card,1,2/20/2023
36,42,7,4,Online Payment,0,2/28/2023
27,428,9,12,Debit Card,2,8/1/2023
45,149,1,60,Debit Card,3,6/17/2023
34,600,4,5,Credit Card,0,6/27/2023
90,555,5,40,Credit Card,3,10/12/2023
73,172,1,17,Credit Card,3,4/16/2023
41,317,5,50,Online Payment,4,8/6/2023
35,413,1,35,Cash,5,10/2/2023
12,514,8,41,Credit Card,1,11/18/2023
62,270,5,43,Credit Card,2,1/24/2023
83,517,3,59,Credit Card,4,11/23/2023
77,389,4,16,Credit Card,1,8/20/2023
25,503,2,34,Credit Card,3,5/9/2023
32,149,3,21,Cash,1,6/7/2023
35,62,2,8,Debit Card,0,8/20/2023
55,132,10,52,Online Payment,2,5/10/2023
4,517,8,41,Debit Card,2,3/15/2023
90,327,3,58,Cash,5,5/18/2023
26,67,6,29,Cash,4,5/15/2023
85,58,4,59,Online Payment,3,7/31/2023
36,243,1,15,Online Payment,4,6/9/2023
14,469,10,43,Online Payment,3,7/3/2023
35,80,7,13,Credit Card,3,3/23/2023
1,213,9,8,Cash,0,6/27/2023
86,65,6,23,Cash,4,11/8/2023
83,571,4,14,Debit Card,5,12/28/2023
75,424,6,22,Debit Card,1,9/12/2023
95,409,2,9,Credit Card,0,5/24/2023
82,563,2,27,Debit Card,5,8/22/2023
35,265,10,55,Credit Card,5,6/5/2023
43,21,8,13,Debit Card,4,6/4/2023
27,508,9,10,Credit Card,0,3/15/2023
60,444,3,57,Credit Card,2,2/26/2023
6,468,5,22,Cash,3,6/3/2023
6,220,1,23,Credit Card,1,3/27/2023
14,204,8,44,Online Payment,5,4/3/2023
24,148,4,3,Online Payment,0,3/18/2023
73,428,10,6,Online Payment,0,4/30/2023
55,441,5,54,Credit Card,5,11/3/2023
60,76,2,59,Credit Card,5,1/6/2023
35,267,1,59,Credit Card,1,1/24/2023
9,23,2,41,Debit Card,4,6/16/2023
59,372,8,30,Cash,5,11/3/2023
8,531,6,41,Online Payment,5,8/3/2023
92,32,9,27,Cash,1,7/1/2023
90,341,5,20,Online Payment,1,2/10/2023
82,355,4,54,Debit Card,5,10/12/2023
9,65,7,47,Credit Card,3,5/13/2023
73,155,10,14,Credit Card,4,11/22/2023
64,503,3,28,Debit Card,4,1/18/2023
46,34,10,55,Online Payment,2,9/6/2023
67,28,8,25,Cash,4,4/23/2023
67,264,6,17,Online Payment,3,8/29/2023
15,211,10,14,Credit Card,5,3/23/2023
65,417,3,48,Credit Card,1,3/15/2023
26,497,8,43,Online Payment,2,11/25/2023
3,299,5,9,Debit Card,0,3/29/2023
50,169,10,18,Online Payment,1,2/4/2023
16,88,4,42,Cash,1,9/10/2023
64,554,9,26,Credit Card,1,4/17/2023
4,77,2,46,Online Payment,4,9/4/2023
38,367,9,30,Online Payment,2,7/28/2023
98,463,5,45,Cash,3,12/17/2023
12,464,3,37,Cash,5,1/7/2023
22,439,8,35,Credit Card,3,10/27/2023
21,282,1,30,Online Payment,2,11/26/2023
51,44,8,42,Online Payment,2,1/31/2023
51,357,8,18,Debit Card,3,12/20/2023
17,330,9,41,Online Payment,2,1/24/2023
12,423,1,39,Online Payment,2,2/23/2023
15,138,9,25,Online Payment,3,5/1/2023
26,29,9,60,Online Payment,4,6/4/2023
35,418,3,35,Online Payment,1,10/5/2023
91,148,3,57,Debit Card,3,2/9/2023
28,41,5,45,Debit Card,3,6/18/2023
93,259,1,32,Cash,1,4/1/2023
23,19,7,5,Credit Card,0,7/1/2023
38,464,6,23,Online Payment,5,11/14/2023
73,373,5,6,Cash,0,11/8/2023
61,82,7,34,Online Payment,3,1/19/2023
33,359,2,8,Online Payment,0,11/5/2023
35,573,1,56,Debit Card,4,3/9/2023
93,254,10,31,Debit Card,5,7/21/2023
76,163,1,44,Online Payment,1,9/1/2023
39,133,4,22,Online Payment,4,9/21/2023
87,73,9,17,Cash,3,10/25/2023
55,7,7,27,Online Payment,1,4/28/2023
72,518,5,56,Online Payment,1,8/29/2023
55,284,6,19,Online Payment,2,8/15/2023
32,365,2,6,Credit Card,0,10/26/2023
45,121,8,16,Cash,3,9/3/2023
11,504,3,11,Debit Card,2,3/14/2023
91,388,4,20,Debit Card,1,4/10/2023
7,440,3,40,Debit Card,4,4/2/2023
9,124,10,51,Credit Card,2,1/12/2023
60,56,1,22,Online Payment,5,11/18/2023
60,136,9,15,Debit Card,4,8/1/2023
8,188,10,50,Credit Card,4,5/26/2023
71,535,1,50,Online Payment,2,6/25/2023
72,466,5,10,Online Payment,0,1/13/2023
91,154,3,11,Online Payment,1,2/14/2023
100,478,8,40,Debit Card,1,1/24/2023
51,149,3,45,Cash,1,8/17/2023
15,427,10,60,Online Payment,4,9/7/2023
49,494,8,4,Cash,0,5/8/2023
55,306,9,48,Cash,3,2/6/2023
93,103,8,6,Online Payment,0,12/3/2023
14,357,10,10,Credit Card,0,7/14/2023
54,484,7,26,Cash,4,5/26/2023
100,391,5,15,Debit Card,2,7/14/2023
12,443,6,54,Cash,4,6/1/2023
10,203,6,45,Debit Card,1,6/1/2023
65,310,7,57,Debit Card,5,4/9/2023
40,126,9,54,Credit Card,2,4/16/2023
98,553,3,3,Cash,0,11/19/2023
16,184,1,36,Debit Card,4,5/28/2023
56,414,5,36,Debit Card,4,3/19/2023
